client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26005261.mp3	गुजरात पर राहुल गांधी का खास फोकस, जून के तीसरे हफ्ते में करेंगे दौरा	0	1	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26005400.mp3	बकवास।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26005435.mp3	उत्तर कोरिया ने अमेरिका को दी हमले की धमकी	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26005501.mp3	मकर संक्राति पर एमएनएस ने उगली नफरत की आग	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26005510.mp3	मैं जर्मन हूँ।	1	0	twenties	male		hi	
2fab289aa06c3d3ed662c848272fccd54cfe903fbc7895c797a394c8ac5314a6dcbd94b498eb6af96d006c568ea2a0d523ca6b0212684ed46408338da97c2b0b	common_voice_hi_26007769.mp3	वह भारत और चीन दोनो में बहुत मशहूर है।	1	1				hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010534.mp3	मुश्किल होगा, मगर ना-मुमकिन नहीं।	1	1				hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010591.mp3	यह बंदा कमाल कर सकता है।	1	1				hi	
c45d64f4a9ad8d1efb4d802830abc40f0e0e29e23a1d399fb4e668a1781d60c7b6329f4ed2b4ee75586b7ef748b73a373cb36707965a2b5785d7e9ce6196f390	common_voice_hi_26018153.mp3	इस बात को ठंडे दिमाग़ से सोचना होगा।	1	1	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26019794.mp3	सर्दियाँ आ रहीं हैं, हमें गरम कपड़े खरीदने चाहिएँ।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26019871.mp3	होली पर खूब मस्ती कीजिए, पर जरा भांग से बचके...	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26019924.mp3	स्मृति ईरानी बोलीं- वाड्रा तो सिर्फ मुखौटा, भ्रष्टाचार में राहुल गांधी शामिल	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26031292.mp3	सेंसेक्स में भारी गिरावट, सोने में चमक, रुपया मजबूत	1	0	twenties	male		hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26032940.mp3	जानें, अंजनी पुत्र हनुमानजी की जन्मकथा के बारे में...	1	1				hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26033297.mp3	मैं आपके अच्छेपन को कभी नहीं भूलूँगा।	1	1				hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26037222.mp3	ज़्यादा बड़ा क्या है, जापान या ब्रिटेन?	1	1				hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26037223.mp3	पिकासो एक बहुत प्रसिद्ध कलाकार है।	1	1				hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26037224.mp3	सेक्स सर्वे: परंपरा की नहीं परवाह	1	1				hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26037225.mp3	अब महीने के आखिर तक बचेगी सैलरी, बस कर लें काम!	1	1				hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26037227.mp3	उसकी नई टोपी उसपर जँचती है।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040787.mp3	आप टॉम के लिये क्यों काम कर रहे हैं?	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040788.mp3	मैं आपके अच्छेपन को कभी नहीं भूलूँगा।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040790.mp3	यह पाय किसने बनाई है?	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040793.mp3	वे पिछली रात चले गये।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040794.mp3	राष्ट्रीय हित तय करेंगे अमेरिका-पाक के रिश्ते: गिलानी	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040799.mp3	ब्रिटेन के स्कूल ने आलोचना के बाद बच्चियों के हिजाब पर बैन हटाया	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040808.mp3	जोया की तीसरी फिल्म में भी होंगे भाई फरहान अख्तर	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040809.mp3	उज्जैन में महाकाल का सुरक्षित अभिषेक!	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040811.mp3	यह इटली है।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040812.mp3	कपिल बोले- विराट को धोनी का बचाव करने की जरूरत नहीं	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040818.mp3	आयुष्मान ने मिलाया करण जौहर से हाथ, रोमांटिक कॉमेडी फिल्म में आएंगे नजर?	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040820.mp3	अस्पताल में बर्थडे केक काटने से मना किया, तो कर दी फायरिंग	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040821.mp3	हम टॉम को यहाँ नहीं छोड़ सकते।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040826.mp3	गीता ने इतिहास रचकर कुश्ती में दिलाया पांचवां स्वर्ण	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040832.mp3	मैंने हिरण के पैरों के निशानों का पीछा किया।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040838.mp3	वह हमेशा यहाँ पाँच से छः बजे के बीच होता है।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040840.mp3	फिर आए पेट्रोल कार के दिन	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040850.mp3	जानें, अंजनी पुत्र हनुमानजी की जन्मकथा के बारे में...	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040851.mp3	मेरे भाई की गिटार नई है।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040852.mp3	महंगाई मुद्दे पर संसद में हंगामा । बजट पर विस्तृत कवरेज	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040856.mp3	आखिरकार उसको उसकी ग़लतियाँ समझ में आईं।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040857.mp3	माँचोद!	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040863.mp3	वह उस दरवाज़े से धीरे से कमरे में घुसा।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040886.mp3	हम संगीत की पढ़ाई करते हैं।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26040999.mp3	तुम चुपचाप सुनती क्यों नहीं?	1	0	twenties	male		hi	
c45d64f4a9ad8d1efb4d802830abc40f0e0e29e23a1d399fb4e668a1781d60c7b6329f4ed2b4ee75586b7ef748b73a373cb36707965a2b5785d7e9ce6196f390	common_voice_hi_26042099.mp3	यूपी विधानसभा चुनाव: पुल नहीं तो वोट नहीं	1	1	twenties	male		hi	
c45d64f4a9ad8d1efb4d802830abc40f0e0e29e23a1d399fb4e668a1781d60c7b6329f4ed2b4ee75586b7ef748b73a373cb36707965a2b5785d7e9ce6196f390	common_voice_hi_26042226.mp3	तुम्हें मेरा नंबर कहाँ से मिला?	1	1	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26043746.mp3	ग्रामीण बैंक में वैकेंसी	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26043774.mp3	यूपी विधानसभा चुनाव: पुल नहीं तो वोट नहीं	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26043792.mp3	मेरे घर आठ बजे आना।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26043795.mp3	तुम्हें मेरा नंबर कहाँ से मिला?	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26043856.mp3	जब आपने अखबार पढ़ लिया हो तो मुझे दे दीजिएगा।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26043890.mp3	ऐसा होगा मदरसों का नया पाठ्यक्रम! मुस्लिम नेताओं ने किया विरोध	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26043963.mp3	तुम कल इस समय क्या कर रहे होगे?	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26043980.mp3	सार्वजनिक उपक्रमों को कमजोर नहीं मजबूत करना चाहते हैं: प्रणब	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26044001.mp3	तुम्हारी जुर्रत कैसे हुई यह बोलने की?!	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26044018.mp3	अगर कल बारिश हुई तो तुम घर में रहोगे क्या?	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26044108.mp3	बहुत रोमैंटिक है!	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26044113.mp3	बैंकों को मजबूत कर अर्थव्यवस्था संभालना हमारा एजेंडाः जेटली	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26044261.mp3	एक क्लिक में पढ़िए मंगलवार की सभी बड़ी खबरें	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26044277.mp3	...तो इसलिए ज्यादा बातें करती हैं लड़कियां	1	0	twenties	male		hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26049944.mp3	जापान में घर के अंदर जाने के समय जूते उतारे जाते हैं।	1	1				hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26049948.mp3	हम संगीत की पढ़ाई करते हैं।	1	1				hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26049961.mp3	तुम चुपचाप सुनती क्यों नहीं?	1	1				hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26049963.mp3	राष्ट्रीय हित तय करेंगे अमेरिका-पाक के रिश्ते: गिलानी	1	1				hi	
551ead2654838dfeb5faff96cbcc6d7ca4ac208e9f84293d31d5c89ae3e612bcc525e7f2cc8a050c834c1d550d9880c84e908cf0c4e90a885b36001c989f7aa6	common_voice_hi_26053763.mp3	कॉमेडी नाइट्स विद कपिल में नए अवतार में गुत्थी, बनेंगे कपिल के ससुर	1	1				hi	
c45d64f4a9ad8d1efb4d802830abc40f0e0e29e23a1d399fb4e668a1781d60c7b6329f4ed2b4ee75586b7ef748b73a373cb36707965a2b5785d7e9ce6196f390	common_voice_hi_26053908.mp3	तुम कल इस समय क्या कर रहे होगे?	1	1	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26054021.mp3	कुरैशी ने नये मुख्य चुनाव आयुक्त के रूप में काम संभाला	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060586.mp3	डब्बा लकड़ी का बना है।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060599.mp3	स्टेडियम के खाने से नाखुश टीम इंडिया ने बाहर खाया खाना	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060639.mp3	मैं चाय बना रही हूँ।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060657.mp3	कॉमेडी नाइट्स विद कपिल में नए अवतार में गुत्थी, बनेंगे कपिल के ससुर	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060742.mp3	युरोप संकट में है।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060771.mp3	जापान में घर के अंदर जाने के समय जूते उतारे जाते हैं।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060797.mp3	मम्मी बुला रही है	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060824.mp3	पुलवामा हमले के बाद इस्लामाबाद से दिल्ली बुलाए गए हाई कमिश्नर	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060843.mp3	उसने दरवाज़े के पास एक कुत्ता देखा।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060866.mp3	"iChowk: 'यूपीए के पूंजीवाद का पतन और सुधारों का एक साल'"	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26060900.mp3	अपनी अंग्रेज़ी सुधारने की कोशिश करो।	1	0	twenties	male		hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26061554.mp3	ब्रिटिशों का मानना था के अमरीकी उनके कानूनों का उल्लंघन कर रहे थे।	1	1				hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26114587.mp3	भविष्य निधिः आपकी बचत को लगी सरकार की नजर	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26115019.mp3	वे अंग्रेज़ी सीखने को तैयार हैं।	1	0	twenties	male		hi	
3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a	common_voice_hi_26115762.mp3	दिल्लीः बाइक सवार बदमाशों ने दिन दहाड़े युवक को मारी गोली	1	0	twenties	male		hi	
c45d64f4a9ad8d1efb4d802830abc40f0e0e29e23a1d399fb4e668a1781d60c7b6329f4ed2b4ee75586b7ef748b73a373cb36707965a2b5785d7e9ce6196f390	common_voice_hi_26119377.mp3	भारतीय प्रतिस्पर्धा आयोग करेगा सीधी भर्ती	1	1	twenties	male		hi	
c45d64f4a9ad8d1efb4d802830abc40f0e0e29e23a1d399fb4e668a1781d60c7b6329f4ed2b4ee75586b7ef748b73a373cb36707965a2b5785d7e9ce6196f390	common_voice_hi_26119400.mp3	तीनों आदमी मुस्कराए।	1	1	twenties	male		hi	
c45d64f4a9ad8d1efb4d802830abc40f0e0e29e23a1d399fb4e668a1781d60c7b6329f4ed2b4ee75586b7ef748b73a373cb36707965a2b5785d7e9ce6196f390	common_voice_hi_26119420.mp3	...तो इसलिए ज्यादा बातें करती हैं लड़कियां	1	1	twenties	male		hi	
c45d64f4a9ad8d1efb4d802830abc40f0e0e29e23a1d399fb4e668a1781d60c7b6329f4ed2b4ee75586b7ef748b73a373cb36707965a2b5785d7e9ce6196f390	common_voice_hi_26119442.mp3	ब्रिटिशों का मानना था के अमरीकी उनके कानूनों का उल्लंघन कर रहे थे।	1	1	twenties	male		hi	
