client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
c69453a9ae8cdd8ce47e767209e28e254719861de178ac57dfcc4018e0786a51541dda25d2468764d21722b2613ec628063aa15c64aa13dd35a5a5862fadcf04	common_voice_zh-CN_18571539.mp3	由《体育画报》出品人庄鉴韬担任主编。	1	2	twenties	male	出生地：71 台湾省	zh-CN	
c69453a9ae8cdd8ce47e767209e28e254719861de178ac57dfcc4018e0786a51541dda25d2468764d21722b2613ec628063aa15c64aa13dd35a5a5862fadcf04	common_voice_zh-CN_18571540.mp3	斯洛瓦克是位于美国阿肯色州普雷里县的一个非建制地区。	1	2	twenties	male	出生地：71 台湾省	zh-CN	
c69453a9ae8cdd8ce47e767209e28e254719861de178ac57dfcc4018e0786a51541dda25d2468764d21722b2613ec628063aa15c64aa13dd35a5a5862fadcf04	common_voice_zh-CN_18571582.mp3	社会和公共艺术资源中心是一个位于加州威尼斯的非营利性社区艺术中心。	1	2	twenties	male	出生地：71 台湾省	zh-CN	
c69453a9ae8cdd8ce47e767209e28e254719861de178ac57dfcc4018e0786a51541dda25d2468764d21722b2613ec628063aa15c64aa13dd35a5a5862fadcf04	common_voice_zh-CN_18571585.mp3	庆勋，杨氏，字子猷，号余山，又号渔杉，汉军正白旗人，清朝政治人物。	0	2	twenties	male	出生地：71 台湾省	zh-CN	
c69453a9ae8cdd8ce47e767209e28e254719861de178ac57dfcc4018e0786a51541dda25d2468764d21722b2613ec628063aa15c64aa13dd35a5a5862fadcf04	common_voice_zh-CN_18571587.mp3	耶烈米亚·埃里克·约舍·雅各布，印尼男子羽毛球运动员。	1	2	twenties	male	出生地：71 台湾省	zh-CN	
c69453a9ae8cdd8ce47e767209e28e254719861de178ac57dfcc4018e0786a51541dda25d2468764d21722b2613ec628063aa15c64aa13dd35a5a5862fadcf04	common_voice_zh-CN_18571601.mp3	在狩猎过程中，库尔威奇与亚瑟一方损失惨重。	1	2	twenties	male	出生地：71 台湾省	zh-CN	
c69453a9ae8cdd8ce47e767209e28e254719861de178ac57dfcc4018e0786a51541dda25d2468764d21722b2613ec628063aa15c64aa13dd35a5a5862fadcf04	common_voice_zh-CN_18571606.mp3	东部天城文官方语言是孟加拉语，阿萨姆语。	1	2	twenties	male	出生地：71 台湾省	zh-CN	
c69453a9ae8cdd8ce47e767209e28e254719861de178ac57dfcc4018e0786a51541dda25d2468764d21722b2613ec628063aa15c64aa13dd35a5a5862fadcf04	common_voice_zh-CN_18571608.mp3	西蒙是英国皇家海军的。	0	2	twenties	male	出生地：71 台湾省	zh-CN	
c69453a9ae8cdd8ce47e767209e28e254719861de178ac57dfcc4018e0786a51541dda25d2468764d21722b2613ec628063aa15c64aa13dd35a5a5862fadcf04	common_voice_zh-CN_18571619.mp3	它还可以通过氯化铁的乙醇溶液和尿素反应，缓慢挥发或者加入己烷来得到。	0	2	twenties	male	出生地：71 台湾省	zh-CN	
c69453a9ae8cdd8ce47e767209e28e254719861de178ac57dfcc4018e0786a51541dda25d2468764d21722b2613ec628063aa15c64aa13dd35a5a5862fadcf04	common_voice_zh-CN_18571629.mp3	分辨率的增加基于莫尔效应的原理，其中检测到的图像被解释为物体频率的叠加。	0	2	twenties	male	出生地：71 台湾省	zh-CN	
c8f3c0fe4f35756295efadd1a61bb636c170a606bdca581dba59baa714a0a4c40404829cb916aa4b9e4f7629c7004ad519490b079610fe39bc3dcfa5bfa838d8	common_voice_zh-CN_18583907.mp3	格雷索尼亚是位于美国阿肯色州克拉克县的一个非建制地区。	0	2				zh-CN	
c8f3c0fe4f35756295efadd1a61bb636c170a606bdca581dba59baa714a0a4c40404829cb916aa4b9e4f7629c7004ad519490b079610fe39bc3dcfa5bfa838d8	common_voice_zh-CN_18583908.mp3	平时实况约有两万观看人次。	0	2				zh-CN	
0560950d0470d90b0099dab599fe48b01c0f080aeeb7fe28fd501260a4d53616688388a7be04369b38d20ce70fafa348beb244b45952f2f246db11b0bf303154	common_voice_zh-CN_18584014.mp3	澳门有些街道拥有特定的主题、特色，下表列出这类街道：	0	2	twenties	male	出生地：32 江苏省	zh-CN	
0560950d0470d90b0099dab599fe48b01c0f080aeeb7fe28fd501260a4d53616688388a7be04369b38d20ce70fafa348beb244b45952f2f246db11b0bf303154	common_voice_zh-CN_18584016.mp3	不少快手网友被李敖的励志经历和这段恋情感动，称这是「快手最美的异地恋网红」。	0	2	twenties	male	出生地：32 江苏省	zh-CN	
0560950d0470d90b0099dab599fe48b01c0f080aeeb7fe28fd501260a4d53616688388a7be04369b38d20ce70fafa348beb244b45952f2f246db11b0bf303154	common_voice_zh-CN_18584017.mp3	李日炜，字干室，潮州府澄海县人，南明政治人物。	1	2	twenties	male	出生地：32 江苏省	zh-CN	
f0252fe7cd2777b74b4dae00914cc45370bd1ac3383fa4178e28675688bf1e57890b5871c2e408371b5a30083616fa3cda94e16a063e851abdf7aecbbd5bc3c0	common_voice_zh-CN_18585208.mp3	支序分析显示甘肃鸟是扇尾类的姊妹群。	1	2	thirties	male	出生地：11 北京市	zh-CN	
f0252fe7cd2777b74b4dae00914cc45370bd1ac3383fa4178e28675688bf1e57890b5871c2e408371b5a30083616fa3cda94e16a063e851abdf7aecbbd5bc3c0	common_voice_zh-CN_18585314.mp3	罗布尔是位于美国加利福尼亚州比尤特县的一个非建制地区。	0	2	thirties	male	出生地：11 北京市	zh-CN	
f0252fe7cd2777b74b4dae00914cc45370bd1ac3383fa4178e28675688bf1e57890b5871c2e408371b5a30083616fa3cda94e16a063e851abdf7aecbbd5bc3c0	common_voice_zh-CN_18585323.mp3	度量空间的每个等量组都是等距的子群。	1	2	thirties	male	出生地：11 北京市	zh-CN	
f0252fe7cd2777b74b4dae00914cc45370bd1ac3383fa4178e28675688bf1e57890b5871c2e408371b5a30083616fa3cda94e16a063e851abdf7aecbbd5bc3c0	common_voice_zh-CN_18585359.mp3	现任立委为民主进步党籍的苏巧慧。	1	2	thirties	male	出生地：11 北京市	zh-CN	
5e706681984635bf128eadb5ce69a38cba5ca043516e1a65aa4cd791a3b6861cdcc7333fd992f023d9b8cb4467ac2a514d3f92bd0d9ebe600565b816b457f6df	common_voice_zh-CN_18592342.mp3	莫顿镇区为美国堪萨斯州塞奇威克县辖下的镇区。	0	2				zh-CN	
bcb4464171113dd9b51f371c3eecea06771fde83e7e3239ad0516469c6dcdf80170d26c7d1b1ef2476c45b51bfb4ee5549f07d7002bcfcec9b371a30c873b92d	common_voice_zh-CN_18593414.mp3	他拖弥婆耶是实皆公主与总督的儿子，实皆国王明波梯诃波帝的继子。	0	2	twenties	male		zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18593937.mp3	你本来就是他的猎物	1	2	teens	male	出生地：51 四川省	zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18593939.mp3	经过接近一年的治疗	1	2	teens	male	出生地：51 四川省	zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18593940.mp3	东区主要为生活设施和学生宿舍、教职工住宅区，临近五山路。	0	2	teens	male	出生地：51 四川省	zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18593993.mp3	职缺资讯	0	2	teens	male	出生地：51 四川省	zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18593994.mp3	海恩斯是一个位于美国阿肯色州李县的城镇。	1	2	teens	male	出生地：51 四川省	zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18593996.mp3	盖恩斯维尔是一个位于美国乔治亚州霍尔县的城市。	1	2	teens	male	出生地：51 四川省	zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18594003.mp3	是继承花房氏血脉的榊原职直系统的御家人・榊原益太郎友直之子。	1	2	teens	male	出生地：51 四川省	zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18594006.mp3	明吉斯伐修寄是阿瓦王朝的实际奠基人。	0	2	teens	male	出生地：51 四川省	zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18594015.mp3	帕罗米纳斯是位于美国亚利桑那州科奇斯县的一个人口普查指定地区。	0	2	teens	male	出生地：51 四川省	zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18594107.mp3	为此卡拉宝中国曾在三个月内连换两任总经理，但卡拉宝在中国的销量仍未如预期。	0	2	teens	male	出生地：51 四川省	zh-CN	
e40b3dfd8428d00189a355bad1514c666aa1a93b277a96a091e0e0c3eedb434b036d2e580208316ce349274d6750b020511e611dfe42e4f9b984a4fc049d0945	common_voice_zh-CN_18594219.mp3	他结束了对欧迈尼斯二世之子、帕加马之王阿里斯东尼克的战争。	0	2	teens	male	出生地：51 四川省	zh-CN	
1fb8b86914f930552bddc67ab2dd10e7f021eb3e20df8fe8f3c3d0c7c763df4bae9545e91b9e2b796be69f40d40b129bc4377834f8c7d2c613233b176fbd14f5	common_voice_zh-CN_18594905.mp3	华盛顿镇区为美国堪萨斯州杰克逊县辖下的镇区。	1	2				zh-CN	
9ceeaf644bfb454c57c31b932f8a21d35f6679bb40541dc3a07bdc0ea8c0f260ecccce4888407b87e79f3c2444301de94511fe85426d267f4b1a65932409a64d	common_voice_zh-CN_18595320.mp3	马梅萨是位于美国亚利桑那州马里科帕县的一个非建制地区。	0	2	thirties	male	出生地：13 河北省	zh-CN	
9ceeaf644bfb454c57c31b932f8a21d35f6679bb40541dc3a07bdc0ea8c0f260ecccce4888407b87e79f3c2444301de94511fe85426d267f4b1a65932409a64d	common_voice_zh-CN_18595322.mp3	杰·杰塔四世，柬埔寨黑暗时期的一位国王。	1	2	thirties	male	出生地：13 河北省	zh-CN	
9ceeaf644bfb454c57c31b932f8a21d35f6679bb40541dc3a07bdc0ea8c0f260ecccce4888407b87e79f3c2444301de94511fe85426d267f4b1a65932409a64d	common_voice_zh-CN_18595323.mp3	卡莱尔是一个位于美国伊利诺伊州克林顿县的城市。	0	2	thirties	male	出生地：13 河北省	zh-CN	
9ceeaf644bfb454c57c31b932f8a21d35f6679bb40541dc3a07bdc0ea8c0f260ecccce4888407b87e79f3c2444301de94511fe85426d267f4b1a65932409a64d	common_voice_zh-CN_18595324.mp3	在肯沃夫统治的早期，他面临着肯特郡反叛的危机。	0	2	thirties	male	出生地：13 河北省	zh-CN	
9ceeaf644bfb454c57c31b932f8a21d35f6679bb40541dc3a07bdc0ea8c0f260ecccce4888407b87e79f3c2444301de94511fe85426d267f4b1a65932409a64d	common_voice_zh-CN_18595325.mp3	冲突中平民也多次成为伊斯兰武装的攻击对象。	1	2	thirties	male	出生地：13 河北省	zh-CN	
9ceeaf644bfb454c57c31b932f8a21d35f6679bb40541dc3a07bdc0ea8c0f260ecccce4888407b87e79f3c2444301de94511fe85426d267f4b1a65932409a64d	common_voice_zh-CN_18595327.mp3	小鹿作为建置始于元朝，巡检司最初设于小鹿岛上，明洪武三年，至清顺治年间废弃。	0	2	thirties	male	出生地：13 河北省	zh-CN	
9ceeaf644bfb454c57c31b932f8a21d35f6679bb40541dc3a07bdc0ea8c0f260ecccce4888407b87e79f3c2444301de94511fe85426d267f4b1a65932409a64d	common_voice_zh-CN_18595328.mp3	前两支球队随后晋级四分之一决赛。	0	2	thirties	male	出生地：13 河北省	zh-CN	
9ceeaf644bfb454c57c31b932f8a21d35f6679bb40541dc3a07bdc0ea8c0f260ecccce4888407b87e79f3c2444301de94511fe85426d267f4b1a65932409a64d	common_voice_zh-CN_18595334.mp3	赖斯福克避暑别墅是位于美国加利福尼亚州莱克县的一个非建制地区。	0	2	thirties	male	出生地：13 河北省	zh-CN	
d5b220ece8e74e27e79b186e6af9acd64537b2ff3f51fca7aa303b4d1b00253988e06dfc4c48dcc89428902d801282ccd05fe631b61fb800d12f65fa07866539	common_voice_zh-CN_18595960.mp3	该剧由宋海灵担任制作人，陈强和文雪儿担任男女主角。	1	2				zh-CN	
d5b220ece8e74e27e79b186e6af9acd64537b2ff3f51fca7aa303b4d1b00253988e06dfc4c48dcc89428902d801282ccd05fe631b61fb800d12f65fa07866539	common_voice_zh-CN_18595961.mp3	斯泰西是位于美国加利福尼亚州拉森县的一个非建制地区。	0	2				zh-CN	
d5b220ece8e74e27e79b186e6af9acd64537b2ff3f51fca7aa303b4d1b00253988e06dfc4c48dcc89428902d801282ccd05fe631b61fb800d12f65fa07866539	common_voice_zh-CN_18597875.mp3	兰德科是位于美国加利福尼亚州克恩县的一个非建制地区。	1	2				zh-CN	
d5b220ece8e74e27e79b186e6af9acd64537b2ff3f51fca7aa303b4d1b00253988e06dfc4c48dcc89428902d801282ccd05fe631b61fb800d12f65fa07866539	common_voice_zh-CN_18597888.mp3	绍兴二十二年十月，担任签书枢密院事兼参知政事。	0	2				zh-CN	
2d97c6c91066e5e170f955c0d3a1054ecf97433bf7375545f926863fd29904a4faf38f4c101947025ed900d2034f8484c4cc12e3e7e0c3d222c465d670aec35f	common_voice_zh-CN_18599938.mp3	圣华金河庄园是位于美国加利福尼亚州马德拉县的一个非建制地区。	0	2				zh-CN	
abee2421592d7439cdf2b65aa6a3c246b87f575abf9632a81629ad9d36ce6622b8d7b26e77035b0f71712ff42c990b72f659051f06f4fc640cb5a3af2cab9abb	common_voice_zh-CN_18600874.mp3	柴桢可以指：	0	2	teens	male	出生地：41 河南省	zh-CN	
abee2421592d7439cdf2b65aa6a3c246b87f575abf9632a81629ad9d36ce6622b8d7b26e77035b0f71712ff42c990b72f659051f06f4fc640cb5a3af2cab9abb	common_voice_zh-CN_18600875.mp3	伍德森是位于美国阿肯色州普拉斯基县的一个人口普查指定地区。	0	2	teens	male	出生地：41 河南省	zh-CN	
abee2421592d7439cdf2b65aa6a3c246b87f575abf9632a81629ad9d36ce6622b8d7b26e77035b0f71712ff42c990b72f659051f06f4fc640cb5a3af2cab9abb	common_voice_zh-CN_18600876.mp3	尽管引发网路热潮，但吴蕚洋的言论并不被中西医的医师和营养师支持。	0	2	teens	male	出生地：41 河南省	zh-CN	
abee2421592d7439cdf2b65aa6a3c246b87f575abf9632a81629ad9d36ce6622b8d7b26e77035b0f71712ff42c990b72f659051f06f4fc640cb5a3af2cab9abb	common_voice_zh-CN_18600877.mp3	近年来，因年代剧多在此取景，而为电视观众熟知。	0	2	teens	male	出生地：41 河南省	zh-CN	
